embedder,media_type,corpus,dataset,category,query,base,arm,delta,cluster
e5,text,20newsgroups,20newsgroups_s,motorcycles,motorcycle riding and maintenance,0.663185,0.604979,-0.05820599999999998,20newsgroups|motorcycles
e5,text,20newsgroups,20newsgroups_s,mideast,middle east politics and conflict,0.60109,0.557863,-0.043227000000000015,20newsgroups|mideast
e5,text,20newsgroups,20newsgroups_s,guns,firearms and gun legislation,0.692725,0.666132,-0.02659300000000009,20newsgroups|guns
siglip,image,caltech101,caltech101_m,airplanes,a photograph of an airplane,0.998562,0.998612,5.0000000000105516e-05,caltech101|airplanes
siglip,image,caltech101,caltech101_m,bonsai,a photograph of a bonsai tree,1.0,1.0,0.0,caltech101|bonsai
siglip,image,caltech101,caltech101_m,car_side,a photograph of a car from the side,1.0,1.0,0.0,caltech101|car_side
siglip,image,caltech101,caltech101_m,chandelier,a photograph of a chandelier,1.0,1.0,0.0,caltech101|chandelier
siglip,image,caltech101,caltech101_m,cougar_face,a photograph of a cougar face,1.0,1.0,0.0,caltech101|cougar_face
siglip,image,caltech101,caltech101_m,crab,a photograph of a crab,1.0,1.0,0.0,caltech101|crab
siglip,image,caltech101,caltech101_m,dalmatian,a photograph of a dalmatian dog,1.0,1.0,0.0,caltech101|dalmatian
siglip,image,caltech101,caltech101_m,dolphin,a photograph of a dolphin,1.0,1.0,0.0,caltech101|dolphin
siglip,image,caltech101,caltech101_m,elephant,a photograph of an elephant,0.997076,0.997076,0.0,caltech101|elephant
siglip,image,caltech101,caltech101_m,ferry,a photograph of a ferry boat,0.963241,0.963762,0.0005209999999999937,caltech101|ferry
siglip,image,caltech101,caltech101_m,flamingo,a photograph of a flamingo,1.0,1.0,0.0,caltech101|flamingo
siglip,image,caltech101,caltech101_m,grand_piano,a photograph of a grand piano,1.0,1.0,0.0,caltech101|grand_piano
siglip,image,caltech101,caltech101_m,hawksbill,a photograph of a hawksbill turtle,1.0,1.0,0.0,caltech101|hawksbill
siglip,image,caltech101,caltech101_m,helicopter,a photograph of a helicopter,0.986178,0.986178,0.0,caltech101|helicopter
siglip,image,caltech101,caltech101_m,ibis,a photograph of an ibis bird,0.996522,0.996522,0.0,caltech101|ibis
siglip,image,caltech101,caltech101_m,kangaroo,a photograph of a kangaroo,0.998333,1.0,0.001666999999999974,caltech101|kangaroo
siglip,image,caltech101,caltech101_m,ketch,a photograph of a ketch sailing boat,0.999053,0.999053,0.0,caltech101|ketch
siglip,image,caltech101,caltech101_m,lamp,a photograph of a lamp,0.806781,0.76428,-0.04250100000000001,caltech101|lamp
siglip,image,caltech101,caltech101_m,laptop,a photograph of a laptop computer,1.0,1.0,0.0,caltech101|laptop
siglip,image,caltech101,caltech101_m,nautilus,a photograph of a nautilus shell,1.0,1.0,0.0,caltech101|nautilus
siglip,image,caltech101,caltech101_m,starfish,a photograph of a starfish,1.0,1.0,0.0,caltech101|starfish
siglip,image,caltech101,caltech101_m,stop_sign,a photograph of a stop sign,1.0,1.0,0.0,caltech101|stop_sign
siglip,image,caltech101,caltech101_m,sunflower,a photograph of a sunflower,1.0,1.0,0.0,caltech101|sunflower
siglip,image,caltech101,caltech101_m,trilobite,a photograph of a trilobite fossil,1.0,1.0,0.0,caltech101|trilobite
siglip,image,caltech101,caltech101_m,watch,a photograph of a wristwatch,0.999787,0.999351,-0.00043599999999999195,caltech101|watch
siglip,image,caltech101,caltech101_s,airplanes,a photograph of an airplane,0.999176,0.999548,0.00037200000000003897,caltech101|airplanes
siglip,image,caltech101,caltech101_s,bonsai,a photograph of a bonsai tree,1.0,1.0,0.0,caltech101|bonsai
siglip,image,caltech101,caltech101_s,car_side,a photograph of a car from the side,1.0,1.0,0.0,caltech101|car_side
siglip,image,caltech101,caltech101_s,chandelier,a photograph of a chandelier,1.0,1.0,0.0,caltech101|chandelier
siglip,image,caltech101,caltech101_s,cougar_face,a photograph of a cougar face,1.0,1.0,0.0,caltech101|cougar_face
siglip,image,caltech101,caltech101_s,crab,a photograph of a crab,1.0,1.0,0.0,caltech101|crab
siglip,image,caltech101,caltech101_s,dalmatian,a photograph of a dalmatian dog,1.0,1.0,0.0,caltech101|dalmatian
siglip,image,caltech101,caltech101_s,dolphin,a photograph of a dolphin,1.0,1.0,0.0,caltech101|dolphin
siglip,image,caltech101,caltech101_s,elephant,a photograph of an elephant,1.0,1.0,0.0,caltech101|elephant
siglip,image,caltech101,caltech101_s,ferry,a photograph of a ferry boat,1.0,1.0,0.0,caltech101|ferry
siglip,image,caltech101,caltech101_s,flamingo,a photograph of a flamingo,1.0,1.0,0.0,caltech101|flamingo
siglip,image,caltech101,caltech101_s,grand_piano,a photograph of a grand piano,1.0,1.0,0.0,caltech101|grand_piano
siglip,image,caltech101,caltech101_s,hawksbill,a photograph of a hawksbill turtle,1.0,1.0,0.0,caltech101|hawksbill
siglip,image,caltech101,caltech101_s,helicopter,a photograph of a helicopter,0.986645,0.986645,0.0,caltech101|helicopter
siglip,image,caltech101,caltech101_s,ibis,a photograph of an ibis bird,1.0,1.0,0.0,caltech101|ibis
siglip,image,caltech101,caltech101_s,kangaroo,a photograph of a kangaroo,1.0,1.0,0.0,caltech101|kangaroo
siglip,image,caltech101,caltech101_s,ketch,a photograph of a ketch sailing boat,1.0,1.0,0.0,caltech101|ketch
siglip,image,caltech101,caltech101_s,lamp,a photograph of a lamp,0.852083,0.86875,0.016666999999999987,caltech101|lamp
siglip,image,caltech101,caltech101_s,laptop,a photograph of a laptop computer,1.0,1.0,0.0,caltech101|laptop
siglip,image,caltech101,caltech101_s,nautilus,a photograph of a nautilus shell,1.0,1.0,0.0,caltech101|nautilus
siglip,image,caltech101,caltech101_s,starfish,a photograph of a starfish,1.0,1.0,0.0,caltech101|starfish
siglip,image,caltech101,caltech101_s,stop_sign,a photograph of a stop sign,1.0,1.0,0.0,caltech101|stop_sign
siglip,image,caltech101,caltech101_s,sunflower,a photograph of a sunflower,1.0,1.0,0.0,caltech101|sunflower
siglip,image,caltech101,caltech101_s,trilobite,a photograph of a trilobite fossil,1.0,1.0,0.0,caltech101|trilobite
siglip,image,caltech101,caltech101_s,watch,a photograph of a wristwatch,1.0,1.0,0.0,caltech101|watch
siglip,image,caltech256,caltech256_a,003.backpack,a photograph of a backpack,0.993089,0.991438,-0.001650999999999958,caltech256|003.backpack
siglip,image,caltech256,caltech256_a,024.butterfly,a photograph of a butterfly,0.998322,0.99821,-0.00011200000000000099,caltech256|024.butterfly
siglip,image,caltech256,caltech256_a,028.camel,a photograph of a camel,0.984837,0.990633,0.005796000000000023,caltech256|028.camel
siglip,image,caltech256,caltech256_a,029.cannon,a photograph of a cannon,0.995437,0.994329,-0.0011079999999999979,caltech256|029.cannon
siglip,image,caltech256,caltech256_a,038.chimp,a photograph of a chimpanzee,0.995334,0.995126,-0.000208000000000097,caltech256|038.chimp
siglip,image,caltech256,caltech256_a,046.computer-monitor,a photograph of a computer monitor,0.993195,0.991481,-0.0017140000000001043,caltech256|046.computer-monitor
siglip,image,caltech256,caltech256_a,069.fighter-jet,a photograph of a fighter jet,1.0,0.999899,-0.00010100000000001774,caltech256|069.fighter-jet
siglip,image,caltech256,caltech256_a,084.giraffe,a photograph of a giraffe,0.997832,0.996626,-0.0012060000000000404,caltech256|084.giraffe
siglip,image,caltech256,caltech256_a,085.goat,a photograph of a goat,0.994492,0.995414,0.0009219999999999784,caltech256|085.goat
siglip,image,caltech256,caltech256_a,086.golden-gate-bridge,a photograph of the Golden Gate Bridge,1.0,1.0,0.0,caltech256|086.golden-gate-bridge
siglip,image,caltech256,caltech256_a,096.hammock,a photograph of a hammock,0.996265,0.995933,-0.00033199999999999896,caltech256|096.hammock
siglip,image,caltech256,caltech256_a,107.hot-air-balloon,a photograph of a hot air balloon,1.0,1.0,0.0,caltech256|107.hot-air-balloon
siglip,image,caltech256,caltech256_a,122.kayak,a photograph of a kayak,0.993118,0.991605,-0.0015129999999999866,caltech256|122.kayak
siglip,image,caltech256,caltech256_a,129.leopards-101,a photograph of a leopard,0.999059,0.999356,0.0002969999999999917,caltech256|129.leopards-101
siglip,image,caltech256,caltech256_a,132.light-house,a photograph of a lighthouse,0.997887,0.997147,-0.0007399999999999629,caltech256|132.light-house
siglip,image,caltech256,caltech256_a,145.motorbikes-101,a photograph of a motorbike,0.999832,0.999921,8.899999999989472e-05,caltech256|145.motorbikes-101
siglip,image,caltech256,caltech256_a,147.mushroom,a photograph of a mushroom,0.993083,0.992914,-0.00016900000000008575,caltech256|147.mushroom
siglip,image,caltech256,caltech256_a,151.ostrich,a photograph of an ostrich,0.995413,0.99527,-0.00014300000000000423,caltech256|151.ostrich
siglip,image,caltech256,caltech256_a,158.penguin,a photograph of a penguin,0.999218,0.999264,4.599999999999049e-05,caltech256|158.penguin
siglip,image,caltech256,caltech256_a,167.pyramid,a photograph of a pyramid,0.969925,0.95061,-0.019315000000000082,caltech256|167.pyramid
siglip,image,caltech256,caltech256_a,178.school-bus,a photograph of a school bus,1.0,1.0,0.0,caltech256|178.school-bus
siglip,image,caltech256,caltech256_a,200.stained-glass,a photograph of stained glass,0.990173,0.98611,-0.004062999999999928,caltech256|200.stained-glass
siglip,image,caltech256,caltech256_a,207.swan,a photograph of a swan,0.997554,0.997715,0.00016099999999996673,caltech256|207.swan
siglip,image,caltech256,caltech256_a,245.windmill,a photograph of a windmill,0.998912,0.999215,0.0003029999999999422,caltech256|245.windmill
siglip,image,caltech256,caltech256_a,246.wine-bottle,a photograph of a wine bottle,0.988188,0.988562,0.0003740000000000965,caltech256|246.wine-bottle
siglip,image,enrico,enrico_a,Camera,a camera viewfinder screen,0.734301,0.712429,-0.021872000000000003,enrico|Camera
siglip,image,enrico,enrico_a,Chat,a chat conversation screen with message bubbles,0.315852,0.326132,0.010279999999999956,enrico|Chat
siglip,image,enrico,enrico_a,Dialer,a phone dialer with a numeric keypad,0.0,0.0,0.0,enrico|Dialer
siglip,image,enrico,enrico_a,Editor,a text or document editor screen,0.016535,0.019825,0.003289999999999998,enrico|Editor
siglip,image,enrico,enrico_a,Form,a form with input fields to fill in,0.384284,0.396176,0.011891999999999958,enrico|Form
siglip,image,enrico,enrico_a,Gallery,a grid gallery of photos or thumbnails,0.300054,0.318236,0.01818200000000003,enrico|Gallery
siglip,image,enrico,enrico_a,List,a scrollable list of items,0.293146,0.283794,-0.009352000000000027,enrico|List
siglip,image,enrico,enrico_a,Login,a login or sign-in screen,0.507038,0.510122,0.0030839999999999756,enrico|Login
siglip,image,enrico,enrico_a,Maps,a map view showing streets,0.108824,0.107536,-0.0012879999999999975,enrico|Maps
siglip,image,enrico,enrico_a,MediaPlayer,a media player with playback controls,0.190633,0.20241,0.01177700000000001,enrico|MediaPlayer
siglip,image,enrico,enrico_a,Menu,a navigation menu or drawer,0.16903,0.167102,-0.001928000000000013,enrico|Menu
siglip,image,enrico,enrico_a,Modal,a modal dialog or popup overlay,0.089225,0.08741,-0.0018149999999999972,enrico|Modal
siglip,image,enrico,enrico_a,News,a news or article feed,0.261321,0.338408,0.07708699999999996,enrico|News
siglip,image,enrico,enrico_a,Profile,a user profile screen,0.112763,0.119824,0.007060999999999998,enrico|Profile
siglip,image,enrico,enrico_a,Search,a search screen with a search bar and results,0.180396,0.174186,-0.006209999999999993,enrico|Search
siglip,image,enrico,enrico_a,Settings,a settings or preferences screen,0.158306,0.162065,0.0037589999999999846,enrico|Settings
siglip,image,enrico,enrico_a,Terms,a terms of service or legal text screen,0.097684,0.149942,0.052257999999999985,enrico|Terms
siglip,image,enrico,enrico_a,Tutorial,an onboarding or tutorial walkthrough screen,0.284444,0.280109,-0.004334999999999978,enrico|Tutorial
siglip,image,enrico,enrico_m,Camera,a camera viewfinder screen,1.0,1.0,0.0,enrico|Camera
siglip,image,enrico,enrico_m,Chat,a chat conversation screen with message bubbles,0.135989,0.159812,0.02382300000000001,enrico|Chat
siglip,image,enrico,enrico_m,Dialer,a phone dialer with a numeric keypad,0.0,0.0,0.0,enrico|Dialer
siglip,image,enrico,enrico_m,Editor,a text or document editor screen,0.021195,0.024314,0.0031190000000000002,enrico|Editor
siglip,image,enrico,enrico_m,Form,a form with input fields to fill in,0.287792,0.307708,0.01991599999999999,enrico|Form
siglip,image,enrico,enrico_m,Gallery,a grid gallery of photos or thumbnails,0.301863,0.320463,0.018600000000000005,enrico|Gallery
siglip,image,enrico,enrico_m,List,a scrollable list of items,0.285174,0.267542,-0.01763199999999998,enrico|List
siglip,image,enrico,enrico_m,Login,a login or sign-in screen,0.507778,0.527828,0.020050000000000012,enrico|Login
siglip,image,enrico,enrico_m,Maps,a map view showing streets,0.091808,0.09058,-0.0012280000000000069,enrico|Maps
siglip,image,enrico,enrico_m,MediaPlayer,a media player with playback controls,0.32789,0.331982,0.0040919999999999845,enrico|MediaPlayer
siglip,image,enrico,enrico_m,Menu,a navigation menu or drawer,0.123955,0.125987,0.002031999999999992,enrico|Menu
siglip,image,enrico,enrico_m,Modal,a modal dialog or popup overlay,0.123482,0.127952,0.004470000000000016,enrico|Modal
siglip,image,enrico,enrico_m,News,a news or article feed,0.179481,0.229305,0.04982400000000001,enrico|News
siglip,image,enrico,enrico_m,Profile,a user profile screen,0.189115,0.235293,0.046178,enrico|Profile
siglip,image,enrico,enrico_m,Search,a search screen with a search bar and results,0.171841,0.167219,-0.004621999999999987,enrico|Search
siglip,image,enrico,enrico_m,Settings,a settings or preferences screen,0.116256,0.114437,-0.0018190000000000012,enrico|Settings
siglip,image,enrico,enrico_m,Terms,a terms of service or legal text screen,0.067722,0.104989,0.037266999999999995,enrico|Terms
siglip,image,enrico,enrico_m,Tutorial,an onboarding or tutorial walkthrough screen,0.296208,0.295371,-0.0008370000000000322,enrico|Tutorial
clap_general,audio,esc50,esc50_l,dog,a dog barking,0.996298,0.996298,0.0,esc50|dog
clap_general,audio,esc50,esc50_l,rooster,a rooster crowing at dawn,1.0,1.0,0.0,esc50|rooster
clap_general,audio,esc50,esc50_l,pig,a pig oinking,0.910121,0.9217,0.011579000000000006,esc50|pig
clap_general,audio,esc50,esc50_l,cow,a cow mooing,0.84491,0.875436,0.030525999999999942,esc50|cow
clap_general,audio,esc50,esc50_l,frog,frogs croaking,0.962026,0.943115,-0.01891100000000001,esc50|frog
clap_general,audio,esc50,esc50_l,cat,a cat meowing,1.0,1.0,0.0,esc50|cat
clap_general,audio,esc50,esc50_l,hen,a hen clucking,0.28951,0.294456,0.004946000000000006,esc50|hen
clap_general,audio,esc50,esc50_l,insects,buzzing insects,0.572188,0.900214,0.32802599999999993,esc50|insects
clap_general,audio,esc50,esc50_l,sheep,sheep bleating,1.0,1.0,0.0,esc50|sheep
clap_general,audio,esc50,esc50_l,crow,a crow cawing,0.963174,0.996298,0.03312400000000004,esc50|crow
clap_general,audio,esc50,esc50_l,rain,rain falling,0.926699,0.94951,0.022810999999999915,esc50|rain
clap_general,audio,esc50,esc50_l,sea_waves,ocean waves crashing on the shore,0.942132,0.93605,-0.006081999999999921,esc50|sea_waves
clap_general,audio,esc50,esc50_l,crackling_fire,crackling fire in a fireplace,0.980331,0.986825,0.006494,esc50|crackling_fire
clap_general,audio,esc50,esc50_l,crickets,crickets chirping at night,0.975474,0.984934,0.009460000000000024,esc50|crickets
clap_general,audio,esc50,esc50_l,chirping_birds,birds singing and chirping,0.83818,0.795031,-0.04314899999999999,esc50|chirping_birds
clap_general,audio,esc50,esc50_l,water_drops,dripping water drops,0.750124,0.805366,0.05524200000000001,esc50|water_drops
clap_general,audio,esc50,esc50_l,wind,wind howling,0.733002,0.815563,0.082561,esc50|wind
clap_general,audio,esc50,esc50_l,pouring_water,pouring water from a container,0.985448,0.703922,-0.28152599999999994,esc50|pouring_water
clap_general,audio,esc50,esc50_l,toilet_flush,a toilet flushing,0.996298,0.993559,-0.002739000000000047,esc50|toilet_flush
clap_general,audio,esc50,esc50_l,thunderstorm,thunderstorm with loud thunder,0.985093,0.985934,0.0008409999999999807,esc50|thunderstorm
clap_general,audio,esc50,esc50_l,crying_baby,a baby crying,0.969225,0.965198,-0.004027000000000003,esc50|crying_baby
clap_general,audio,esc50,esc50_l,sneezing,someone sneezing,0.996298,1.0,0.003701999999999983,esc50|sneezing
clap_general,audio,esc50,esc50_l,clapping,people clapping and applauding,0.979622,0.971587,-0.008035000000000014,esc50|clapping
clap_general,audio,esc50,esc50_l,breathing,heavy breathing,0.822769,0.871478,0.048709,esc50|breathing
clap_general,audio,esc50,esc50_l,coughing,someone coughing,0.78687,0.860385,0.073515,esc50|coughing
clap_general,audio,esc50,esc50_l,footsteps,footsteps walking,0.817317,0.966479,0.14916200000000002,esc50|footsteps
clap_general,audio,esc50,esc50_l,laughing,people laughing,0.817987,0.77251,-0.04547699999999999,esc50|laughing
clap_general,audio,esc50,esc50_l,brushing_teeth,brushing teeth,0.973862,0.98878,0.014917999999999987,esc50|brushing_teeth
clap_general,audio,esc50,esc50_l,snoring,someone snoring loudly,0.977878,0.963015,-0.01486300000000007,esc50|snoring
clap_general,audio,esc50,esc50_l,drinking_sipping,drinking and sipping,0.939163,0.926708,-0.012454999999999994,esc50|drinking_sipping
clap_general,audio,esc50,esc50_l,door_wood_knock,knocking on a wooden door,0.994631,0.996522,0.001890999999999976,esc50|door_wood_knock
clap_general,audio,esc50,esc50_l,mouse_click,mouse clicking,0.961719,0.968116,0.006396999999999986,esc50|mouse_click
clap_general,audio,esc50,esc50_l,keyboard_typing,keyboard typing,0.929699,0.996298,0.06659899999999996,esc50|keyboard_typing
clap_general,audio,esc50,esc50_l,door_wood_creep,a creaking wooden door,0.0,0.0,0.0,esc50|door_wood_creep
clap_general,audio,esc50,esc50_l,can_opening,opening a can,0.991668,0.990077,-0.001591000000000009,esc50|can_opening
clap_general,audio,esc50,esc50_l,washing_machine,a washing machine running,0.914261,0.901406,-0.01285499999999995,esc50|washing_machine
clap_general,audio,esc50,esc50_l,vacuum_cleaner,a vacuum cleaner,0.872585,0.888483,0.015897999999999968,esc50|vacuum_cleaner
clap_general,audio,esc50,esc50_l,clock_alarm,an alarm clock ringing,0.977899,0.992236,0.014337000000000044,esc50|clock_alarm
clap_general,audio,esc50,esc50_l,clock_tick,a clock ticking,0.867158,0.868186,0.0010280000000000289,esc50|clock_tick
clap_general,audio,esc50,esc50_l,glass_breaking,glass shattering,1.0,1.0,0.0,esc50|glass_breaking
clap_general,audio,esc50,esc50_l,helicopter,a helicopter flying,0.593283,0.590979,-0.0023039999999999727,esc50|helicopter
clap_general,audio,esc50,esc50_l,chainsaw,a chainsaw cutting wood,0.951048,0.971112,0.02006399999999997,esc50|chainsaw
clap_general,audio,esc50,esc50_l,siren,an emergency siren,0.982261,0.97866,-0.0036010000000000764,esc50|siren
clap_general,audio,esc50,esc50_l,car_horn,a car horn honking,0.983549,0.98878,0.005230999999999986,esc50|car_horn
clap_general,audio,esc50,esc50_l,engine,an engine revving,0.769054,0.784432,0.015378000000000003,esc50|engine
clap_general,audio,esc50,esc50_l,train,a train passing by,0.985374,0.981974,-0.0033999999999999586,esc50|train
clap_general,audio,esc50,esc50_l,church_bells,church bells ringing,1.0,1.0,0.0,esc50|church_bells
clap_general,audio,esc50,esc50_l,airplane,an airplane flying overhead,0.740217,0.754493,0.014275999999999955,esc50|airplane
clap_general,audio,esc50,esc50_l,fireworks,fireworks exploding,1.0,0.996522,-0.003477999999999981,esc50|fireworks
clap_general,audio,esc50,esc50_l,hand_saw,hand-sawing wood,0.964396,0.968016,0.0036199999999999566,esc50|hand_saw
clap_general,audio,esc50,esc50_m,dog,a dog barking,1.0,1.0,0.0,esc50|dog
clap_general,audio,esc50,esc50_m,rooster,a rooster crowing at dawn,0.956313,0.96048,0.004167000000000032,esc50|rooster
clap_general,audio,esc50,esc50_m,pig,a pig oinking,1.0,1.0,0.0,esc50|pig
clap_general,audio,esc50,esc50_m,cow,a cow mooing,0.93556,0.934037,-0.001522999999999941,esc50|cow
clap_general,audio,esc50,esc50_m,frog,frogs croaking,0.988095,0.981151,-0.00694399999999995,esc50|frog
clap_general,audio,esc50,esc50_m,cat,a cat meowing,1.0,1.0,0.0,esc50|cat
clap_general,audio,esc50,esc50_m,hen,a hen clucking,0.388414,0.368739,-0.019674999999999998,esc50|hen
clap_general,audio,esc50,esc50_m,insects,buzzing insects,0.494897,0.962121,0.46722400000000003,esc50|insects
clap_general,audio,esc50,esc50_m,sheep,sheep bleating,1.0,1.0,0.0,esc50|sheep
clap_general,audio,esc50,esc50_m,crow,a crow cawing,0.975275,0.988095,0.012819999999999943,esc50|crow
clap_general,audio,esc50,esc50_m,rain,rain falling,0.892325,0.84789,-0.044435,esc50|rain
clap_general,audio,esc50,esc50_m,sea_waves,ocean waves crashing on the shore,0.955094,0.940447,-0.014646999999999966,esc50|sea_waves
clap_general,audio,esc50,esc50_m,crackling_fire,crackling fire in a fireplace,1.0,1.0,0.0,esc50|crackling_fire
clap_general,audio,esc50,esc50_m,crickets,crickets chirping at night,1.0,0.99359,-0.006410000000000027,esc50|crickets
clap_general,audio,esc50,esc50_m,chirping_birds,birds singing and chirping,0.87822,0.87328,-0.0049400000000000555,esc50|chirping_birds
clap_general,audio,esc50,esc50_m,water_drops,dripping water drops,0.864242,0.903105,0.03886300000000009,esc50|water_drops
clap_general,audio,esc50,esc50_m,wind,wind howling,0.643055,0.714729,0.0716739999999999,esc50|wind
clap_general,audio,esc50,esc50_m,pouring_water,pouring water from a container,1.0,0.850398,-0.149602,esc50|pouring_water
clap_general,audio,esc50,esc50_m,toilet_flush,a toilet flushing,1.0,1.0,0.0,esc50|toilet_flush
clap_general,audio,esc50,esc50_m,thunderstorm,thunderstorm with loud thunder,1.0,1.0,0.0,esc50|thunderstorm
clap_general,audio,esc50,esc50_m,crying_baby,a baby crying,1.0,0.99359,-0.006410000000000027,esc50|crying_baby
clap_general,audio,esc50,esc50_m,sneezing,someone sneezing,0.932143,0.968813,0.03666999999999998,esc50|sneezing
clap_general,audio,esc50,esc50_m,clapping,people clapping and applauding,0.939156,0.919772,-0.019383999999999957,esc50|clapping
clap_general,audio,esc50,esc50_m,breathing,heavy breathing,0.482245,0.481233,-0.0010119999999999574,esc50|breathing
clap_general,audio,esc50,esc50_m,coughing,someone coughing,0.883749,0.917504,0.03375499999999998,esc50|coughing
clap_general,audio,esc50,esc50_m,footsteps,footsteps walking,0.500521,0.667784,0.16726300000000005,esc50|footsteps
clap_general,audio,esc50,esc50_m,laughing,people laughing,0.691094,0.628227,-0.062867,esc50|laughing
clap_general,audio,esc50,esc50_m,brushing_teeth,brushing teeth,1.0,1.0,0.0,esc50|brushing_teeth
clap_general,audio,esc50,esc50_m,snoring,someone snoring loudly,0.99359,0.983333,-0.01025699999999996,esc50|snoring
clap_general,audio,esc50,esc50_m,drinking_sipping,drinking and sipping,0.701889,0.826479,0.12458999999999998,esc50|drinking_sipping
clap_general,audio,esc50,esc50_m,door_wood_knock,knocking on a wooden door,0.99359,0.986645,-0.006944999999999979,esc50|door_wood_knock
clap_general,audio,esc50,esc50_m,mouse_click,mouse clicking,0.849809,0.936975,0.08716599999999997,esc50|mouse_click
clap_general,audio,esc50,esc50_m,keyboard_typing,keyboard typing,0.976389,0.972222,-0.004166999999999921,esc50|keyboard_typing
clap_general,audio,esc50,esc50_m,door_wood_creep,a creaking wooden door,0.0,0.0,0.0,esc50|door_wood_creep
clap_general,audio,esc50,esc50_m,can_opening,opening a can,1.0,0.988095,-0.011905000000000054,esc50|can_opening
clap_general,audio,esc50,esc50_m,washing_machine,a washing machine running,0.773411,0.817224,0.04381299999999999,esc50|washing_machine
clap_general,audio,esc50,esc50_m,vacuum_cleaner,a vacuum cleaner,0.99359,0.968813,-0.024776999999999938,esc50|vacuum_cleaner
clap_general,audio,esc50,esc50_m,clock_alarm,an alarm clock ringing,0.813354,0.898781,0.08542700000000003,esc50|clock_alarm
clap_general,audio,esc50,esc50_m,clock_tick,a clock ticking,0.935134,0.942424,0.007290000000000019,esc50|clock_tick
clap_general,audio,esc50,esc50_m,glass_breaking,glass shattering,1.0,1.0,0.0,esc50|glass_breaking
clap_general,audio,esc50,esc50_m,helicopter,a helicopter flying,0.554782,0.536964,-0.017818,esc50|helicopter
clap_general,audio,esc50,esc50_m,chainsaw,a chainsaw cutting wood,0.938329,0.951389,0.013060000000000072,esc50|chainsaw
clap_general,audio,esc50,esc50_m,siren,an emergency siren,0.968813,0.937359,-0.03145399999999998,esc50|siren
clap_general,audio,esc50,esc50_m,car_horn,a car horn honking,0.99359,0.988095,-0.005495000000000028,esc50|car_horn
clap_general,audio,esc50,esc50_m,engine,an engine revving,0.723839,0.780642,0.05680299999999994,esc50|engine
clap_general,audio,esc50,esc50_m,train,a train passing by,1.0,1.0,0.0,esc50|train
clap_general,audio,esc50,esc50_m,church_bells,church bells ringing,1.0,1.0,0.0,esc50|church_bells
clap_general,audio,esc50,esc50_m,airplane,an airplane flying overhead,0.84439,0.874003,0.029613,esc50|airplane
clap_general,audio,esc50,esc50_m,fireworks,fireworks exploding,1.0,1.0,0.0,esc50|fireworks
clap_general,audio,esc50,esc50_m,hand_saw,hand-sawing wood,1.0,0.983333,-0.016666999999999987,esc50|hand_saw
clap_general,audio,esc50,esc50_s,dog,a dog barking,1.0,1.0,0.0,esc50|dog
clap_general,audio,esc50,esc50_s,rooster,a rooster crowing at dawn,1.0,0.966667,-0.033332999999999946,esc50|rooster
clap_general,audio,esc50,esc50_s,pig,a pig oinking,1.0,1.0,0.0,esc50|pig
clap_general,audio,esc50,esc50_s,cow,a cow mooing,0.611667,0.629524,0.017857000000000012,esc50|cow
clap_general,audio,esc50,esc50_s,frog,frogs croaking,1.0,1.0,0.0,esc50|frog
clap_general,audio,esc50,esc50_s,cat,a cat meowing,1.0,1.0,0.0,esc50|cat
clap_general,audio,esc50,esc50_s,hen,a hen clucking,0.522222,0.497222,-0.024999999999999967,esc50|hen
clap_general,audio,esc50,esc50_s,insects,buzzing insects,0.697619,0.966667,0.26904800000000006,esc50|insects
clap_general,audio,esc50,esc50_s,sheep,sheep bleating,1.0,1.0,0.0,esc50|sheep
clap_general,audio,esc50,esc50_s,crow,a crow cawing,1.0,1.0,0.0,esc50|crow
clap_general,audio,esc50,esc50_s,rain,rain falling,1.0,1.0,0.0,esc50|rain
clap_general,audio,esc50,esc50_s,sea_waves,ocean waves crashing on the shore,0.82619,0.82619,0.0,esc50|sea_waves
clap_general,audio,esc50,esc50_s,crackling_fire,crackling fire in a fireplace,1.0,1.0,0.0,esc50|crackling_fire
clap_general,audio,esc50,esc50_s,crickets,crickets chirping at night,0.942857,0.942857,0.0,esc50|crickets
clap_general,audio,esc50,esc50_s,chirping_birds,birds singing and chirping,1.0,1.0,0.0,esc50|chirping_birds
clap_general,audio,esc50,esc50_s,water_drops,dripping water drops,1.0,1.0,0.0,esc50|water_drops
clap_general,audio,esc50,esc50_s,wind,wind howling,0.308658,0.493333,0.18467500000000003,esc50|wind
clap_general,audio,esc50,esc50_s,pouring_water,pouring water from a container,0.885,0.654444,-0.23055599999999998,esc50|pouring_water
clap_general,audio,esc50,esc50_s,toilet_flush,a toilet flushing,1.0,1.0,0.0,esc50|toilet_flush
clap_general,audio,esc50,esc50_s,thunderstorm,thunderstorm with loud thunder,1.0,1.0,0.0,esc50|thunderstorm
clap_general,audio,esc50,esc50_s,crying_baby,a baby crying,0.942857,0.902857,-0.039999999999999925,esc50|crying_baby
clap_general,audio,esc50,esc50_s,sneezing,someone sneezing,1.0,1.0,0.0,esc50|sneezing
clap_general,audio,esc50,esc50_s,clapping,people clapping and applauding,1.0,1.0,0.0,esc50|clapping
clap_general,audio,esc50,esc50_s,breathing,heavy breathing,1.0,1.0,0.0,esc50|breathing
clap_general,audio,esc50,esc50_s,coughing,someone coughing,1.0,1.0,0.0,esc50|coughing
